age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
21,Private,270026,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,3,0,21,United-States,<=50K
42,Private,149218,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,1,0,50,United-States,>50K
67,Private,157771,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Private,318372,HS-grad,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
26,Private,212532,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
67,Local-gov,119146,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
37,Self-emp-not-inc,85093,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,60,United-States,<=50K
39,Self-emp-inc,108466,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,71,United-States,<=50K
33,Private,217125,11th,7,Never-married,Handlers-cleaners,Own-child,Black,Male,1,0,49,United-States,<=50K
50,Private,92924,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,2,0,58,United-States,<=50K
22,Private,39684,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Local-gov,201269,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Private,138409,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Female,1,0,40,United-States,>50K
33,Private,229151,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,35,United-States,<=50K
39,Self-emp-not-inc,79546,HS-grad,9,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,202396,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,258162,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,35,United-States,<=50K
38,Local-gov,91456,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Local-gov,155954,HS-grad,10,Never-married,Other-service,Own-child,White,Female,0,0,21,United-States,<=50K
65,Private,238743,11th,7,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
44,Private,72651,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,1,0,40,United-States,>50K
22,Private,271754,11th,7,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
19,Private,148357,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
65,Private,222675,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,1,0,20,United-States,<=50K
54,Private,125587,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,40,United-States,<=50K
49,State-gov,269992,HS-grad,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,2,0,40,United-States,>50K
22,?,301280,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,0,31,United-States,<=50K
58,Self-emp-not-inc,36115,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
59,Self-emp-not-inc,180029,11th,7,Divorced,Other-service,Not-in-family,White,Female,2,0,20,United-States,<=50K
19,Federal-gov,243443,HS-grad,9,Never-married,Protective-serv,Own-child,Black,Male,2,0,40,United-States,<=50K
23,Private,286548,1st-4th,11,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Private,95079,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,2897,0,35,United-States,<=50K
42,Private,136249,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,7312,0,37,United-States,>50K
24,Private,111545,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,1,0,40,United-States,<=50K
29,Private,135748,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
70,Private,59487,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,19,United-States,<=50K
47,Private,106248,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1852,44,United-States,<=50K
53,Federal-gov,50653,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
44,Private,107049,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,1,0,40,United-States,<=50K
30,Private,28992,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Private,129774,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,49,United-States,<=50K
68,Self-emp-not-inc,312995,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,1,0,13,United-States,<=50K
40,Local-gov,118192,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
46,?,77613,Prof-school,5,Divorced,?,Not-in-family,White,Male,0,0,49,United-States,>50K
39,Private,40080,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,1,0,40,United-States,>50K
24,Private,188387,11th,7,Never-married,Other-service,Own-child,White,Female,1,1852,23,United-States,<=50K
44,Private,161933,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
21,Private,250818,Masters,14,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,2,0,23,United-States,<=50K
26,Private,264846,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,0,0,49,United-States,<=50K
55,Private,115631,1st-4th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
26,Private,112822,Assoc-voc,11,Never-married,Sales,Not-in-family,Black,Male,2,0,40,United-States,<=50K
28,Self-emp-not-inc,100811,Doctorate,16,Never-married,Prof-specialty,Own-child,White,Male,2,0,61,United-States,<=50K
36,Private,325977,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
40,Private,142515,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Male,1,0,40,United-States,<=50K
27,Private,75247,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
56,Private,33321,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,29,United-States,<=50K
41,Private,74705,11th,7,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K
41,Private,107972,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,2,0,40,United-States,>50K
21,Private,92044,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,1,0,40,United-States,<=50K
37,Private,84168,Some-college,10,Separated,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
34,Local-gov,159702,Bachelors,13,Never-married,Protective-serv,Own-child,White,Male,1,0,51,United-States,<=50K
43,Private,137171,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,44,United-States,<=50K
23,Self-emp-not-inc,246582,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
35,Private,182108,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,0,0,46,United-States,<=50K
25,Private,222490,Bachelors,13,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
36,Private,101240,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,65,United-States,<=50K
22,Private,24944,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
22,Self-emp-not-inc,150992,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,11,United-States,<=50K
33,Private,210833,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,51,United-States,<=50K
29,Private,239267,Some-college,10,Never-married,Sales,Not-in-family,Black,Female,0,0,40,United-States,<=50K
46,Federal-gov,271542,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,1,0,40,United-States,<=50K
35,Private,81526,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,>50K
36,Private,197680,Some-college,10,Divorced,Tech-support,Not-in-family,Black,Female,0,0,40,United-States,<=50K
26,Private,149932,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,31,United-States,<=50K
25,Private,279349,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,1,0,57,United-States,<=50K
20,Self-emp-not-inc,45255,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,131197,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7299,0,40,United-States,>50K
27,Private,247725,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,1,0,40,United-States,<=50K
47,Private,100514,11th,7,Divorced,Handlers-cleaners,Not-in-family,White,Male,2,0,40,United-States,<=50K
54,Private,228016,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K
43,Private,244587,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,33657,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,>50K
33,Private,71980,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
19,Local-gov,138790,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
32,Private,216037,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
21,Private,297863,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,1706,40,United-States,<=50K
51,Private,84455,Some-college,10,Widowed,Other-service,Unmarried,White,Female,0,0,24,United-States,<=50K
36,Federal-gov,231399,Some-college,10,Never-married,Other-service,Not-in-family,Black,Male,1,0,40,United-States,<=50K
29,Private,92304,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
37,Self-emp-inc,78937,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,60,United-States,<=50K
33,Private,174774,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,49,United-States,>50K
27,Self-emp-inc,115942,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,28,0,40,United-States,<=50K
46,Self-emp-inc,144411,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
48,Private,187682,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,46,United-States,<=50K
32,Self-emp-inc,118814,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,1,0,61,?,<=50K
47,Private,168089,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
41,Private,162052,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,7589,0,50,United-States,>50K
37,Private,109256,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,1,1716,40,United-States,<=50K
41,Private,200466,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,<=50K
47,Private,97290,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
29,Private,192800,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1867,49,United-States,<=50K
48,Federal-gov,83278,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,5383,0,40,United-States,<=50K
49,Private,95583,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K
19,Private,193396,10th,6,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
42,State-gov,138937,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
44,Local-gov,143265,10th,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,1,0,40,United-States,<=50K
28,Local-gov,275135,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,3,0,44,United-States,<=50K
44,Private,82212,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,24,United-States,<=50K
36,Federal-gov,22703,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Self-emp-not-inc,123948,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,5,0,40,United-States,<=50K
41,Private,110591,Assoc-voc,11,Never-married,Transport-moving,Not-in-family,White,Male,1,0,56,United-States,<=50K
23,Private,174550,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Female,0,1722,18,United-States,<=50K
21,Private,311003,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,3,0,40,United-States,<=50K
46,Private,256264,Some-college,10,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,United-States,>50K
33,Private,128514,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,<=50K
59,Private,123375,Prof-school,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
41,Private,216214,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K
24,Private,53835,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,126151,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
40,Private,107529,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
24,Private,116076,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
46,Private,110824,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,4,0,40,United-States,<=50K
61,Self-emp-not-inc,137400,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,20,United-States,<=50K
51,Private,94925,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,60,United-States,<=50K
24,Private,120637,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,1629,40,United-States,<=50K
38,Private,109244,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,40,United-States,<=50K
61,Self-emp-not-inc,253915,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,9,United-States,>50K
40,Self-emp-not-inc,275498,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,49,United-States,<=50K
45,Private,83245,11th,10,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
47,Self-emp-not-inc,265804,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,<=50K
23,Private,55635,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Federal-gov,37084,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,2,0,40,United-States,<=50K
36,Self-emp-not-inc,113187,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,57,United-States,<=50K
48,Private,62923,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Local-gov,98332,5th-6th,3,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
36,Private,135442,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3169,0,40,United-States,<=50K
29,Private,47135,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,1,0,50,United-States,<=50K
37,Private,169354,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,51,United-States,<=50K
41,Private,63050,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,49,United-States,>50K
33,Private,180101,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,1,0,40,United-States,<=50K
39,Private,102900,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,114354,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,275407,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
38,Private,124493,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,62,United-States,<=50K
28,Private,283786,HS-grad,9,Married-civ-spouse,Transport-moving,Own-child,Black,Female,0,0,40,United-States,<=50K
73,Local-gov,266713,11th,7,Married-civ-spouse,?,Husband,White,Male,3,0,30,United-States,<=50K
36,Private,115927,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
25,State-gov,104887,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
43,Private,301354,Prof-school,15,Married-civ-spouse,Sales,Husband,Black,Male,0,0,58,United-States,<=50K
33,Private,229986,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,1665,40,United-States,<=50K
39,Private,23582,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
53,?,241243,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
35,Private,40718,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Male,3,0,42,United-States,<=50K
18,Private,195225,10th,6,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
23,Private,139557,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
40,?,87382,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
23,Self-emp-not-inc,97630,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,1860,40,United-States,<=50K
36,Private,262473,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,6,0,50,United-States,>50K
35,Private,48337,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,43,United-States,<=50K
70,Private,28868,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,23,United-States,<=50K
48,Self-emp-inc,139344,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,1,0,58,United-States,>50K
33,Private,110705,10th,6,Never-married,Sales,Not-in-family,White,Male,15498,0,40,United-States,>50K
41,Local-gov,122139,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K
52,Private,44033,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Private,108284,Some-college,10,Never-married,Other-service,Own-child,White,Male,1,0,29,United-States,<=50K
37,Private,66362,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Male,4,0,40,United-States,<=50K
29,Private,138274,10th,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,212489,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,15004,0,40,United-States,>50K
32,Private,98310,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,37,United-States,<=50K
40,Private,78119,11th,7,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,3332,0,40,Philippines,<=50K
39,Self-emp-inc,172441,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,15149,0,59,United-States,>50K
22,Private,114546,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,185725,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,2,0,40,United-States,<=50K
33,Private,283417,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,0,34,United-States,<=50K
31,Self-emp-not-inc,116279,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,294555,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,United-States,<=50K
69,Private,129292,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Male,2,1692,21,United-States,<=50K
27,Private,82998,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,40,United-States,<=50K
52,Private,254767,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,56,United-States,>50K
22,Private,204838,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K
30,Private,234561,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
31,Self-emp-inc,132291,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,63,United-States,>50K
34,Local-gov,114921,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Male,1,0,46,United-States,<=50K
45,Local-gov,19894,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
34,Private,220869,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,50,United-States,>50K
34,Private,134514,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,98117,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
42,State-gov,173129,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,58,United-States,>50K
29,Private,165399,Assoc-voc,11,Never-married,Other-service,Unmarried,White,Female,0,0,61,United-States,<=50K
30,Private,82653,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
35,Private,148860,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,46,United-States,>50K
54,Self-emp-not-inc,98606,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,222560,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2,0,49,United-States,>50K
22,Private,242398,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,Private,130780,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,50,United-States,<=50K
37,Private,214458,Prof-school,14,Married-civ-spouse,Sales,Husband,White,Male,3086,0,40,United-States,>50K
40,Self-emp-inc,113557,Doctorate,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,63,United-States,>50K
26,Private,140104,HS-grad,9,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,3,0,40,Philippines,<=50K
27,Private,172725,Bachelors,13,Divorced,Machine-op-inspct,Not-in-family,White,Male,1,0,49,United-States,<=50K
51,Federal-gov,240694,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,2,0,40,United-States,>50K
46,Local-gov,252100,11th,7,Divorced,?,Unmarried,Black,Female,0,0,40,United-States,<=50K
29,Private,83860,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
62,Private,132362,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
45,Federal-gov,239279,Assoc-voc,11,Divorced,Protective-serv,Unmarried,Black,Male,0,0,40,United-States,<=50K
36,Private,128900,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,2,0,59,United-States,<=50K
45,Private,43253,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,0,43,United-States,<=50K
19,Private,46979,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
57,Private,37099,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,43,United-States,>50K
43,Private,160262,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,1,0,40,Philippines,<=50K
26,Private,258259,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,44,United-States,<=50K
21,Private,279096,11th,7,Never-married,Sales,Not-in-family,White,Male,0,0,24,United-States,<=50K
44,Local-gov,208293,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,44,United-States,<=50K
29,Private,152748,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
37,State-gov,140110,Prof-school,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,61,United-States,<=50K
29,Private,234767,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,1,0,40,United-States,<=50K
39,Private,216024,11th,7,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,5,0,40,Philippines,<=50K
27,Private,87505,Bachelors,13,Married-civ-spouse,Sales,Not-in-family,White,Male,3928,0,56,United-States,<=50K
18,Private,193323,Bachelors,10,Never-married,Sales,Own-child,White,Female,1,0,30,United-States,<=50K
45,Private,227495,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,21,United-States,<=50K
41,Private,120939,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
34,Local-gov,117652,9th,5,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,<=50K
25,Federal-gov,304557,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
48,Private,127167,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,59,United-States,>50K
34,Private,271404,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
17,Private,229219,11th,7,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,21,United-States,<=50K
25,Private,107221,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,202962,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,Black,Male,3,0,36,United-States,<=50K
39,Local-gov,78990,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7774,0,40,United-States,>50K
28,Private,248800,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,22,United-States,<=50K
35,Private,238349,10th,6,Married-civ-spouse,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K
28,Private,122979,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
58,Private,237049,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
21,Private,109800,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,1,0,40,United-States,<=50K
54,Private,168979,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Private,232873,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
63,Private,99071,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,40,United-States,<=50K
44,Private,80604,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
52,Federal-gov,112552,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,40,United-States,>50K
29,Private,241829,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
37,Private,114482,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,256073,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,>50K
44,Federal-gov,277828,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,Private,97644,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,4,0,40,United-States,<=50K
33,Private,158721,Assoc-voc,11,Separated,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
